ID,A,B,NEITHER
test-60,0.8145918458380722,0.17275052557211928,0.012657628589808383
test-61,0.971160893735858,0.004700596394754274,0.024138509869387807
test-62,0.7979001266440215,0.0010987814484066576,0.20100109190757165
test-63,0.959933333421772,0.005673856804417955,0.03439280977381006
test-64,0.5835118530874932,0.39396872604952826,0.02251942086297851
test-65,0.7238580533721984,0.011377399721048433,0.264764546906753
test-66,0.05542605082349272,0.873417226287215,0.07115672288929244
test-67,0.17506890378470155,0.748794926315945,0.07613616989935343
test-68,0.009646191571668844,0.9502505319951076,0.0401032764332237
test-69,0.9480862458797076,0.03427348439517898,0.017640269725113355
test-70,0.005245162009833016,0.8765904142774309,0.11816442371273608
test-71,0.7885005093943649,1.7687613558724093e-05,0.21148180299207647
test-72,0.04997478186655524,0.12619285014123946,0.8238323679922054
test-73,0.3445383752932289,0.6152068591655259,0.04025476554124532
test-74,0.2901796779153105,0.6506320626733738,0.059188259411315676
test-75,0.10017772906816777,0.8536703275906131,0.04615194334121907
test-76,0.004732114385461657,0.904166093999492,0.09110179161504628
test-77,0.7929552856554755,0.18703510662151315,0.020009607723011313
test-78,0.9601313585508944,0.009049471836555158,0.030819169612550438
test-79,0.9633662487327521,0.010707638418335302,0.025926112848912643
test-80,0.004240851425157627,0.9544698693332276,0.041289279241614775
test-81,0.7930837376052652,0.18739316081091376,0.019523101583820885
test-82,0.012717549168965683,0.9020636285420038,0.08521882228903045
test-83,0.7860009655253993,0.16206964451543826,0.051929389959162416
test-84,0.9615170685821798,0.010137020203554057,0.02834591121426605
test-85,0.8609713666440735,0.10884467634551624,0.030183957010410312
test-86,0.9644216155161023,0.012472941081693356,0.023105443402204384
test-87,0.9044371201924272,0.07635224659979117,0.01921063320778163
test-88,0.9605372095817842,0.007953574583157973,0.03150921583505783
test-89,0.039747114754951796,0.9100494794809648,0.05020340576408333
test-90,0.8785956543054202,0.09783961968743664,0.0235647260071432
test-91,0.04481729220592536,0.8827044366466087,0.07247827114746608
test-92,0.7748598966562651,0.06598567767579623,0.15915442566793855
test-93,0.040872757072599276,0.8569950273251511,0.1021322156022496
test-94,0.9590202126742984,0.013936322163354232,0.02704346516234735
test-95,0.7452309847169133,0.19291834894854348,0.0618506663345433
test-96,0.9568376144725579,0.007629961505794337,0.035532424021647774
test-97,0.6268465575170882,0.003293777754442487,0.3698596647284693
test-98,0.9333154278335762,5.4634081868064634e-05,0.06662993808455561
test-99,0.012028727711064639,0.9220262438476536,0.0659450284412816
test-100,0.0035296327373409053,0.6147928395888634,0.38167752767379576
test-101,0.0064329955660659,0.919031352679851,0.07453565175408308
test-102,0.06643238622457322,0.8573217314868247,0.07624588228860214
test-103,0.013426120035714952,0.9149191998099309,0.07165468015435418
test-104,0.8659639465349313,2.7162545865174464e-06,0.1340333372104823
test-105,0.7801406536477282,0.1812312638985637,0.03862808245370812
test-106,0.14371040410455616,0.8086649344425793,0.0476246614528647
test-107,0.02466370013540756,0.9057415820231531,0.06959471784143934
test-108,0.7945989888659156,0.17111832639859662,0.034282684735487824
test-109,0.8453999368130553,0.12579753415887887,0.02880252902806586
test-110,0.016809550946992515,0.6725876437282173,0.3106028053247902
test-111,0.0008148709158756315,0.90547865633574,0.09370647274838445
test-112,0.006729387139012134,0.7722831019363613,0.22098751092462654
test-113,0.6570964025305458,0.33152831976506675,0.011375277704387473
test-114,0.6642557014229117,0.2638133815001618,0.07193091707692656
test-115,0.0028993990123739244,0.9371299283385831,0.05997067264904297
test-116,0.11140698740369016,0.8727483446010695,0.01584466799524046
test-117,0.04561422328973883,0.3708821318541437,0.5835036448561175
test-118,0.9031876248818976,1.6663207864562707e-06,0.096810708797316
test-119,0.03103079097741108,0.5666948515865187,0.40227435743607043
test-120,0.7992335788112391,0.04184829546312237,0.15891812572563854
test-121,0.021538781601126728,0.8615160257744405,0.11694519262443268
test-122,0.09890177907177844,0.8008657397659898,0.10023248116223167
test-123,0.011550482963100026,0.3373007196309169,0.651148797405983
test-124,0.00868991949368963,0.14294180647441476,0.8483682740318956
test-125,0.008340950779049708,0.8878999208632363,0.10375912835771388
test-126,0.8981749369020241,0.07557729664098256,0.026247766456993386
test-127,0.9683524291806667,0.01793177409904885,0.013715796720284569
test-128,0.02554330260465629,0.7635028800079806,0.21095381738736327
test-129,0.1012282917875937,0.3536524667482193,0.5451192414641869
test-130,0.6382708582783672,0.3520794172019253,0.009649724519707545
test-131,0.04902745011744883,0.8762716652444672,0.074700884638084
test-132,0.030620547966267203,0.9105303010662733,0.05884915096745946
test-133,0.7087731854725289,0.27738784406121936,0.013838970466251885
test-134,0.015146700254783763,0.9515058545039946,0.03334744524122167
test-135,0.00010887639289398494,0.47156759749477684,0.5283235261123292
test-136,0.8499887718412782,0.03021891747426453,0.11979231068445725
test-137,0.9164315099407233,0.04176814813249497,0.04180034192678158
test-138,0.019728817620620592,0.948107813629411,0.03216336874996841
test-139,0.8365075707508871,0.15049512833208156,0.012997300917031294
test-140,0.2656796611832583,0.6868945539910689,0.04742578482567281
test-141,0.000551246179893059,0.9751962077841955,0.024252546035911562
test-142,0.8440333537757495,0.00795847509125144,0.14800817113299908
test-143,0.9581938714784402,0.0066719512135686955,0.03513417730799121
test-144,0.005113031286495447,0.6547472034671549,0.34013976524634976
test-145,0.7514260749543284,0.2113632837220572,0.03721064132361432
test-146,0.08272536400771113,0.20354678458427347,0.7137278514080154
test-147,0.7369398052650241,0.2340897822530814,0.028970412481894452
test-148,0.9607840682423147,0.00029131618536736806,0.03892461557231792
test-149,0.005197991560320693,0.34213809879276774,0.6526639096469117
test-150,0.941574473317348,0.017637259334386417,0.0407882673482656
test-151,0.9367897069146948,0.025460500634551096,0.037749792450754126
test-152,0.9585304886792079,0.005682220649128731,0.03578729067166348
test-153,0.05767535233717664,0.9055888554946814,0.036735792168141906
test-154,0.005739231360470442,0.7896452433668686,0.20461552527266086
test-155,0.008081974197541924,0.132553690341336,0.8593643354611221
test-156,0.5361636250629571,0.4583476117445638,0.0054887631924790655
test-157,0.006133614844169075,0.9377865543866477,0.056079830769183055
test-158,0.16558084560156877,0.16047872203172064,0.6739404323667106
test-159,0.797118714976978,0.00012254572788132487,0.2027587392951407
test-160,0.6638251016126576,0.2570825641229075,0.07909233426443486
test-161,0.9237926537293198,0.04876832686015134,0.027439019410528776
test-162,0.9667664949755048,0.01731053277124987,0.015922972253245307
test-163,0.8635801251245274,0.03198658118786605,0.10443329368760654
test-164,0.13392785346135438,0.8110436126362456,0.05502853390240002
test-165,0.8531848157561103,0.1330745961136916,0.013740588130198158
test-166,0.10116332083445047,0.14505975322625383,0.7537769259392957
test-167,0.07167236214378893,0.8621691761839358,0.06615846167227514
test-168,0.05635719117812608,0.810307961834458,0.1333348469874159
test-169,0.6345256754679529,0.35134085060070064,0.01413347393134642
test-170,0.5808935350347503,0.3997527263070016,0.019353738658248108
test-171,0.006069043690495205,0.9352779890281984,0.0586529672813064
test-172,0.7654244593505144,0.012441583380783522,0.222133957268702
test-173,0.8885615309504992,0.003860986171937086,0.10757748287756372
test-174,0.13185333178039588,0.5666259050633325,0.3015207631562715
test-175,0.007647525709676236,0.9159756996920299,0.07637677459829388
test-176,0.9499948459727018,0.036377704099993545,0.013627449927304573
test-177,0.9491594174528551,0.025193814050675365,0.02564676849646948
test-178,0.9178857036158584,0.06251321323949484,0.019601083144646682
test-179,0.5494710604853943,0.4341707378256516,0.016358201688954133
test-180,0.9490140157060987,0.030090492482373568,0.02089549181152767
test-181,0.06803609575672584,0.8548124967788722,0.07715140746440208
test-182,0.11500543683415362,0.8379034886440013,0.04709107452184489
test-183,0.9337848265526474,0.04342086015303681,0.02279431329431581
test-184,0.8594427161928829,0.01005255181309993,0.13050473199401721
test-185,0.0012640162499141967,0.9743483957034299,0.024387588046655917
test-186,0.014957924481270498,0.7662862000772172,0.21875587544151237
test-187,0.008397010384163026,0.24601087527281076,0.7455921143430262
test-188,0.005883247688602424,0.7878078531942379,0.20630889911715974
test-189,0.05481400537294887,0.40044420418761956,0.5447417904394317
test-190,0.12485422045266534,0.799043574582378,0.07610220496495673
test-191,0.013596778403334744,0.055053332817027574,0.9313498887796378
test-192,0.013065086660254004,0.9354291836583842,0.051505729681361904
test-193,0.5115258772586889,0.0009637288023224215,0.48751039393898854
test-194,0.01813861007237402,0.8872362256101267,0.09462516431749919
test-195,0.38558432714330226,0.5963607796313847,0.01805489322531304
test-196,0.01943706369612228,0.9497800049058923,0.03078293139798545
test-197,0.14808215793272164,0.04855794329890816,0.8033598987683702
test-198,0.004313956682125568,0.7877736847308507,0.20791235858702375
test-199,0.705098258571889,0.2880487337650964,0.006853007663014773
test-200,0.7628361070137778,0.22922675927781366,0.007937133708408607
test-201,0.19383777062500834,0.7498411413160003,0.05632108805899138
test-202,0.05642296732912265,0.830332162144306,0.11324487052657128
test-203,0.8928668505364495,0.0020081934864501073,0.10512495597710025
test-204,0.032521035204023885,0.7673094613194624,0.20016950347651374
test-205,0.8999192548784744,0.001023961506489264,0.09905678361503656
test-206,0.012888381571450655,0.9136479756336618,0.07346364279488754
test-207,0.831458981074465,0.15713180272389984,0.011409216201635278
test-208,0.8599426111384861,0.00025195570186341244,0.1398054331596505
test-209,0.9397711318982239,0.0069241580857180764,0.05330471001605809
test-210,0.8073185934205046,0.18211771657621814,0.010563690003277237
test-211,0.06060306642035797,0.8857265112984604,0.05367042228118172
test-212,0.9605110885304667,0.013279806739009399,0.026209104730523767
test-213,0.00657072876808946,0.9389593305654184,0.054469940666492224
test-214,0.33219372160961563,0.6071498938689295,0.06065638452145478
test-215,0.04458868803213549,0.7666646641463983,0.1887466478214661
test-216,0.9449716363117159,0.0003579427462440636,0.05467042094204
test-217,0.0032059511740086116,0.9742105994151726,0.022583449410818805
test-218,0.09894767512918676,0.8252719123488421,0.0757804125219711
test-219,0.8827184099804984,0.011339346507585281,0.10594224351191635
test-220,0.8547278712165305,0.07247460489430063,0.07279752388916885
test-221,0.04252632860066135,0.8858480658498351,0.07162560554950363
test-222,0.8983559142655223,0.06861923857618676,0.033024847158290856
test-223,0.9444958331490684,0.013774067120245835,0.04173009973068578
test-224,0.017822924193304196,0.9540982601200901,0.02807881568660569
test-225,0.9561128740622282,0.006464689249325825,0.03742243668844585
test-226,0.67749637466721,0.3129651416253013,0.009538483707488506
test-227,0.007427826375314045,0.31926837455811174,0.6733037990665742
test-228,0.013633248034530204,0.8364852891203163,0.14988146284515336
test-229,0.6694292922900928,0.31746474662204016,0.013105961087866968
test-230,0.9596822801585846,0.009799066067377469,0.030518653774037965
test-231,0.8313694273031689,0.0002612418794878422,0.16836933081734337
test-232,0.01393484644155991,0.5403918412791406,0.44567331227929946
test-233,0.296280767706873,0.6717131387589034,0.032006093534223574
test-234,0.08433793363655573,0.8922936155223031,0.02336845084114104
test-235,0.006035273079785244,0.8784539166084468,0.11551081031176785
test-236,0.8365900640824775,1.1337087244755303e-05,0.1633985988302778
test-237,0.9620978278721308,0.008922642148232518,0.02897952997963662
test-238,0.9177176606754093,0.04466654723682308,0.0376157920877677
test-239,0.5762688946143889,0.07872543523140392,0.3450056701542072
test-240,0.007546110382881344,0.8938679819369468,0.0985859076801718
test-241,0.9671684058060598,0.0022407222457208257,0.030590871948219397
test-242,0.024986340073876245,0.8322614120860173,0.1427522478401064
test-243,0.8523334930664099,0.00042130675219436174,0.1472452001813957
test-244,0.9370557091819697,0.04349325146258065,0.01945103935544958
test-245,0.9394379178960326,0.028809372912237237,0.031752709191730115
test-246,0.01380736759335619,0.9021019588262373,0.08409067358040652
test-247,0.004361632669412992,0.8763002998401366,0.11933806749045027
test-248,0.672315852344158,0.3162273344208502,0.011456813234991842
test-249,0.8170916433330658,0.15031322966860614,0.032595126998328144
test-250,0.2491322530518107,0.662053433764894,0.0888143131832952
test-251,0.7939617759547244,0.0018747854223395322,0.20416343862293607
test-252,0.8057312652112343,0.0006884634739322647,0.19358027131483332
test-253,0.9797265788740371,0.003491260181414685,0.016782160944548086
test-254,0.6161772555191256,0.3659541364238098,0.0178686080570645
test-255,0.9229503058717087,0.057075104977730044,0.019974589150561294
test-256,0.00056439711836562,0.9141718840489553,0.08526371883267912
test-257,0.0032191550976855407,0.964455557366694,0.03232528753562035
test-258,0.9567745872260605,0.022975048955215814,0.02025036381872374
test-259,0.912464368475249,0.0022485649528631046,0.08528706657188777
test-260,0.004022213109113837,0.7134718452280482,0.2825059416628379
test-261,0.23038822288400237,0.7186083224573441,0.051003454658653455
test-262,0.6372278267665799,0.28853811467925355,0.07423405855416676
test-263,6.692126748366458e-05,0.9386871009919813,0.06124597774053508
test-264,0.026213453521930198,0.8552554203419954,0.1185311261360744
test-265,0.22830382577879627,0.7418019148411785,0.0298942593800251
test-266,0.11937118813947366,0.82585377289231,0.054775038968216345
test-267,0.8963095549390017,0.006217342131414272,0.09747310292958412
test-268,0.0034483964302421863,0.9533771979860732,0.04317440558368468
test-269,0.9117148897500642,0.0657173794562491,0.022567730793686718
test-270,0.5772700310400749,0.410883328818058,0.011846640141867202
test-271,6.714275260396793e-05,0.9050255485796758,0.09490730866772025
test-272,0.1201970573193171,0.024821962092945096,0.8549809805877377
test-273,0.9777483241681604,0.0018122976849487145,0.020439378146890997
test-274,0.15643460474820078,0.7817852779860213,0.06178011726577801
test-275,0.891346066405629,0.008466468327278645,0.1001874652670924
test-276,0.9451109977956968,0.0014461777096852833,0.053442824494617715
test-277,0.5806963084758945,0.4112163381098855,0.008087353414219789
test-278,0.95766482027005,0.02833904498466158,0.013996134745288479
test-279,0.9145454162788926,0.002135606509775189,0.08331897721133215
test-280,0.0006952927218090659,0.9223335476581138,0.07697115962007713
test-281,0.1438014196558281,0.3390551979561858,0.517143382387986
test-282,0.8488860993783507,0.1179536868450335,0.03316021377661584
test-283,0.005691430775540709,0.9680757313280098,0.02623283789644936
test-284,0.01592776321203067,0.9374514942126942,0.046620742575275195
test-285,0.010096206674287771,0.962295767279663,0.027608026046049144
test-286,0.9704282899328328,0.009860796193519865,0.019710913873647335
test-287,0.9725910068323125,0.003941887694776965,0.023467105472910543
test-288,0.42494824476575904,0.0038058623111489743,0.5712458929230919
test-289,0.6254688160666042,0.3655798804636265,0.00895130346976936
test-290,0.9549247564156448,0.011874059147504055,0.033201184436851244
test-291,0.9628151264705201,6.818761004957152e-05,0.03711668591943033
test-292,0.9574022816219171,0.00013549874079149662,0.042462219637291417
test-293,0.9393106328824388,0.026032648382215112,0.034656718735346086
test-294,0.9154225627650858,1.7492410066096744e-06,0.0845756879939076
test-295,0.3514322665680502,0.625323690030677,0.02324404340127298
test-296,0.956520618606745,0.021385976334539026,0.022093405058715813
test-297,0.19827891821417085,0.0016470615800816615,0.8000740202057476
test-298,0.10320226879722456,0.4358676440962249,0.4609300871065506
test-299,0.8829742645740721,0.09780215932603317,0.019223576099894675
test-300,0.012410085574622717,0.8169073500588209,0.1706825643665564
test-301,0.0037101147982047554,0.7790300854102291,0.21725979979156607
test-302,0.005906403774587402,0.8983613271310958,0.09573226909431677
test-303,0.12594142186877136,0.8208942700584698,0.05316430807275883
test-304,0.19487790561352863,0.7253802835612619,0.07974181082520937
test-305,0.00767905785207221,0.9092281310369478,0.08309281111098
test-306,0.8449046350160924,0.01222653235853543,0.14286883262537223
test-307,0.8854446147782187,0.0939722273411159,0.020583157880665275
test-308,0.07675583537734554,0.7341768401750601,0.1890673244475944
test-309,0.5875514705787701,0.390504500869936,0.021944028551293807
test-310,0.011473358654239329,0.017686772480532763,0.9708398688652279
test-311,0.01675751704418855,0.9236342670501936,0.05960821590561796
test-312,0.005764558217847728,0.9210899976906395,0.07314544409151273
test-313,0.933235567077911,0.0575902439663131,0.009174188955775806
test-314,0.02360728212035316,0.20458402352029162,0.7718086943593552
test-315,0.8921609419079048,0.0898031573975762,0.018035900694518932
test-316,0.1965365628432597,0.7279260763959106,0.07553736076082969
test-317,3.1439576849636236e-05,0.9461643469191702,0.053804213503980076
test-318,0.9066622351981282,5.752508889089462e-06,0.09333201229298277
test-319,0.008024698203382356,0.7692192391528507,0.2227560626437669
test-320,0.013293701321992342,0.9353559700833393,0.0513503285946684
test-321,0.00584520322246185,0.898161204060466,0.0959935927170722
test-322,0.00021895141058164428,0.9214853047208166,0.07829574386860175
test-323,0.18228854899889754,0.6608872964065814,0.15682415459452115
test-324,0.9224860120297832,0.026704662074904965,0.05080932589531183
test-325,0.9283755447831781,0.04081078266080913,0.030813672556012795
test-326,0.04282016742384549,0.3431588437589881,0.6140209888171665
test-327,0.05562245068975827,0.7162059226708251,0.22817162663941679
test-328,0.5461470402267247,0.36050806086709464,0.09334489890618061
test-329,0.0027134981334946367,0.9662213349320531,0.031065166934452326
test-330,0.8213782731620934,0.004385194001558269,0.17423653283634824
test-331,0.027470558828561406,0.9441487532151807,0.02838068795625797
test-332,0.021327309921014243,0.953639024844852,0.02503366523413385
test-333,0.946312412732902,0.00490767526726068,0.04877991199983735
test-334,0.9552654202615166,0.023171516330761987,0.02156306340772135
test-335,0.03153035804853465,0.9158626075037505,0.05260703444771468
test-336,0.0004537927881881749,0.28717403549740544,0.7123721717144064
test-337,0.05802772061184876,0.47106624677940095,0.4709060326087504
test-338,0.38471525168705517,0.08561792642006655,0.5296668218928782
test-339,0.041691944704867555,0.9193018507966519,0.03900620449848052
test-340,0.0747776949276196,0.8574973563716694,0.06772494870071115
test-341,0.012194164254782707,0.9620993029300692,0.025706532815148158
test-342,0.9468222542193193,0.0024326943527086978,0.050745051427972004
test-343,0.8581967175709657,0.0025283697263030567,0.1392749127027313
test-344,0.7809009269538758,0.04686903593369628,0.17223003711242799
test-345,0.8710943098632543,0.10421617081452723,0.024689519322218474
test-346,0.8855540325058413,0.09390125960204489,0.020544707892113802
test-347,0.0054621844525454336,0.9237891592476785,0.07074865629977599
test-348,0.018017533402462017,0.915910727030883,0.06607173956665488
test-349,0.05983532095328152,0.8190952559189292,0.12106942312778934
test-350,0.8571514548788447,0.03862947602967564,0.10421906909147967
test-351,0.3023039163200735,0.043841176204608936,0.6538549074753177
test-352,0.009389196118663944,0.9295219161321969,0.061088887749139106
test-353,0.003131225949641537,0.8837610532778992,0.11310772077245929
test-354,0.9421164340276963,0.00014433961522825671,0.05773922635707547
test-355,0.011318175856170738,0.6464014355129641,0.3422803886308652
test-356,0.9231451151667482,0.06326406452786879,0.013590820305383092
test-357,0.9624905173521644,0.007253519912608221,0.030255962735227352
test-358,0.08343520636278662,0.8557961834276282,0.060768610209585135
test-359,0.9558399920521357,0.001584917323703434,0.04257509062416085
test-360,0.5385594068127966,0.4546049294886684,0.006835663698535053
test-361,0.012949801945312955,0.48622796207844865,0.5008222359762384
test-362,0.30002151278981576,0.5700008676621314,0.12997761954805293
test-363,0.9687950342148329,0.002189789935910831,0.029015175849256367
test-364,0.8087110030406194,0.17598455959374815,0.015304437365632423
test-365,7.445456332043442e-05,0.9755412024930519,0.024384342943627752
test-366,0.0010536654531244829,0.38991989166390245,0.6090264428829731
test-367,0.024155808945011827,0.8894971366913799,0.08634705436360832
test-368,0.026119421058493852,0.8593856892526222,0.1144948896888841
test-369,0.944862095694643,0.0006567885257956586,0.05448111577956131
test-370,0.9615954963084762,0.0006625659292899089,0.03774193776223394
test-371,0.012990352871935963,0.9293869225093807,0.05762272461868323
test-372,0.02913922874340601,0.9054065233811757,0.06545424787541826
test-373,0.8842927592773088,0.09959105303101451,0.016116187691676796
test-374,0.9509063277256853,0.0012441561035425367,0.04784951617077208
test-375,0.7932501969661526,0.010456915174400751,0.19629288785944654
test-376,0.9474328589434827,0.0006614243939860951,0.05190571666253129
test-377,0.14203394969182334,0.3820891059987664,0.47587694430941024
test-378,0.05365731334007701,0.009018001788616364,0.9373246848713066
test-379,0.005766373036407165,0.9357615341873482,0.05847209277624472
test-380,0.7229719806375693,0.26968758021559214,0.007340439146838725
test-381,0.9100297069521266,0.0016459568998821545,0.08832433614799134
test-382,0.02891633239352494,0.7910231007548686,0.18006056685160643
test-383,0.01753216498320412,0.24254548103062876,0.7399223539861671
test-384,0.0013120539033842293,0.6999875729331113,0.29870037316350445
test-385,0.11478987140030596,0.54606168266042,0.339148445939274
test-386,0.8049510197296327,0.18608028017809228,0.008968700092275095
test-387,0.9286315032313031,0.04653740602672951,0.024831090741967408
test-388,0.05067788487283395,0.9116454472313729,0.03767666789579322
test-389,0.9690377121260558,0.0034197068483390845,0.027542581025605032
test-390,0.019153067185295653,0.30292707332679153,0.6779198594879128
test-391,0.7655372774128805,0.22549658618892773,0.008966136398191916
test-392,0.7654137363285264,0.20165428791206982,0.03293197575940381
test-393,0.09905606143435321,0.8239524600683598,0.07699147849728706
test-394,0.9315768775347258,0.04718344434979742,0.02123967811547686
test-395,0.9254317641927998,0.04022326444304179,0.03434497136415835
test-396,0.098327314149143,0.060344781127427215,0.8413279047234298
test-397,0.9211527466768358,0.0012674583174939493,0.07757979500567033
test-398,0.9545933713946531,0.024690393570737244,0.020716235034609606
test-399,0.8296302216793614,0.15489679403756007,0.015472984283078436
test-400,0.04826015518186717,0.900932332589833,0.05080751222829986
test-401,0.6542107213777493,0.2731887419890922,0.07260053663315856
test-402,0.9405115271436654,0.00010119461463065917,0.05938727824170406
test-403,0.9273054025411758,0.005627396304455595,0.06706720115436857
test-404,0.5738817180592003,0.32873185879374234,0.09738642314705732
test-405,0.001966534833441831,0.8907466235318093,0.10728684163474886
test-406,0.04183196101037645,0.5401748951753563,0.4179931438142672
test-407,0.0032036884210149027,0.843197202061487,0.15359910951749825
test-408,0.7043993927901735,0.2880313569905388,0.007569250219287547
test-409,0.7154962355100927,0.2643517147742568,0.020152049715650693
test-410,0.7866599964679428,0.19907020541433545,0.01426979811772169
test-411,0.5622375294439126,0.19517315083766093,0.24258931971842657
test-412,0.011343649291738532,0.941321649091512,0.04733470161674948
test-413,0.7585296239655666,0.21900747100952092,0.022462905024912532
test-414,0.14532425906047758,0.7887441197799304,0.065931621159592
test-415,0.9474367883986001,0.002106672794832418,0.05045653880656748
test-416,0.917733622466982,4.211730759190324e-05,0.08222426022542613
test-417,0.7874645498756662,8.058202481792289e-05,0.21245486809951586
test-418,0.9379169285744331,0.04534387724767588,0.016739194177891048
test-419,0.11882989542751556,0.8492178711249032,0.031952233447581344
test-420,0.9020773085071768,1.4191527676473074e-06,0.0979212723400555
test-421,0.0376175133463966,0.8790820509386861,0.08330043571491737
test-422,0.8277161087273409,0.002011224807507351,0.17027266646515168
test-423,0.006526897690793075,0.13724598065773483,0.8562271216514721
test-424,0.0018168354752922651,0.9304534923141419,0.06772967221056596
test-425,0.0012075068729601821,0.9509960047943099,0.04779648833272984
test-426,0.04018371875503538,0.8937460747991497,0.06607020644581492
test-427,0.0004412740207931882,0.9518691105895928,0.04768961538961402
test-428,0.7342230625687546,0.24584789487212644,0.019929042559118947
test-429,0.011119904401910099,0.2857852966868329,0.7030947989112569
test-430,0.7240509151570873,0.26625468886997916,0.009694395972933631
test-431,0.9642273787271369,2.3656424895228836e-05,0.035748964847967954
test-432,0.8947750035928026,0.06250208427037812,0.042722912136819356
test-433,0.7041037637279735,0.2541648737250927,0.04173136254693377
test-434,0.010951145696028394,0.9644204576334039,0.02462839667056769
test-435,0.01584059071647249,0.9565935802291545,0.027565829054372968
test-436,0.8768354078590954,0.09759090131317354,0.025573690827730988
test-437,0.007680691549619931,0.9398864398707822,0.05243286857959775
test-438,0.0019500334188893315,0.881818096074833,0.11623187050627777
test-439,0.00018993670455723824,0.7561565069621016,0.24365355633334124
test-440,0.12579345418011095,0.8089132770425106,0.06529326877737845
test-441,0.5646922197866631,0.41760076173390287,0.01770701847943404
test-442,0.10012768440438019,0.7748605388780455,0.12501177671757416
test-443,0.24110354110532672,0.666041299896777,0.09285515899789638
test-444,0.017112031033706947,0.9263587407429799,0.05652922822331319
test-445,0.9216859231587015,0.03549064227508428,0.042823434566214263
test-446,0.001429839384375204,0.9117631489183998,0.0868070116972249
test-447,0.7168456247853809,0.008376121031207221,0.2747782541834119
test-448,0.9387622058359787,0.026437167334466938,0.03480062682955434
test-449,0.05186992840471599,0.898022490438916,0.050107581156368125
